time,open,high,low,close,,
1.64E+12,61642.98,61698.51,61400.26,61516.73,,
1.64E+12,61516.72,61590,60692.98,60989.09,,
1.64E+12,60989.09,61426.54,60877.18,61365.31,,
1.64E+12,61365.31,61365.31,60350.44,60569.05,,
1.64E+12,60569.81,60989.48,60420.01,60950.03,,
1.64E+12,60950.03,61358.28,60785.88,60858,,
1.64E+12,60858.01,61052.63,60499,61028.66,,
1.64E+12,61028.66,61148.03,60534.04,60940.91,,
1.64E+12,60940.9,61529.6,60703.51,60974.39,,
1.64E+12,60974.4,61350,60699.62,61287.27,,
1.64E+12,61287.27,61342.19,61000,61236.64,,
1.64E+12,61236.63,62553.96,61188.2,62299.99,,
1.64E+12,62299.99,62980,62299.99,62605.31,,
1.64E+12,62601.93,62666.68,62267.34,62401.9,,
1.64E+12,62401.89,62483.32,61952.64,62080.68,,
1.64E+12,62089.8,62646.3,61905.55,62545.11,,
1.64E+12,62545.11,62718.87,62274.68,62367.52,,
1.64E+12,62367.51,62499.99,62168.75,62347.56,,
1.64E+12,62347.56,62465.3,62175,62309.5,,
1.64E+12,62309.5,62397.98,62037.8,62253.71,,
1.64E+12,62253.7,62359.25,61719.78,61915.36,,
1.64E+12,61915.37,62139.11,61812.14,62007.8,,
1.64E+12,62007.79,62045.95,61772.87,61872.96,,
1.64E+12,61872.95,61950.58,61604.98,61679.95,,
1.64E+12,61679.95,61914.14,61447.7,61482.01,,
1.64E+12,61482.01,61682.82,61272.15,61550.83,,
1.64E+12,61550.82,61890,61411,61779.81,,
1.64E+12,61779.82,61785.12,61505.31,61597.19,,
1.64E+12,61597.19,61700,61054.48,61332.9,,
1.64E+12,61332.9,61600,61220,61417.67,,
1.64E+12,61417.67,61890,61244.15,61812.97,,
1.64E+12,61814.97,61989.99,61520,61595.01,,
1.64E+12,61595.01,61700,61376.47,61633.96,,
1.64E+12,61633.95,62253,61305,61566.58,,
1.64E+12,61566.57,61688.27,60673,61178.18,,
1.64E+12,61178.19,61447.14,61151.58,61377.19,,
1.64E+12,61377.2,61529.55,61074.51,61256.42,,
1.64E+12,61256.43,61568.14,61111,61410.62,,
1.64E+12,61410.63,61580.7,61370.18,61560.91,,
1.64E+12,61560.91,61793,61459,61730.85,,
1.64E+12,61730.84,61960,61545.05,61642.11,,
1.64E+12,61642.1,61699.8,61426.04,61429.03,,
1.64E+12,61429.02,61624,61175.01,61540.33,,
1.64E+12,61540.32,61900,61479.76,61859.19,,
1.64E+12,61859.19,62400.15,61859.18,62375.29,,
1.64E+12,62375.28,62405.3,62114.18,62169,,
1.64E+12,62169,62290,61620,61741.01,,
1.64E+12,61741,61883.01,61581.96,61697.84,,
1.64E+12,61697.85,61746.28,61400.24,61404.85,,
1.64E+12,61404.84,61464.02,61150.15,61273.38,,
1.64E+12,61273.38,61365.93,61065.76,61298.26,,
1.64E+12,61296.21,61410.52,61172.97,61362.61,,
1.64E+12,61362.6,61369.36,60525,60792.62,,
1.64E+12,60792.61,60838.83,60552.43,60666.39,,
1.64E+12,60666.39,61087.04,60350,60784.09,,
1.64E+12,60784.1,60902.74,60279.63,60467.81,,
1.64E+12,60467.81,60800.22,60123,60283.88,,
1.64E+12,60283.87,60611.42,59945.36,60363.2,,
1.64E+12,60363.2,60750,60150,60435.23,,
1.64E+12,60435.23,60709.58,60313.57,60460.23,,
1.64E+12,60460.23,60700,60200,60670.07,,
1.64E+12,60670.07,60906.79,60490.01,60614.43,,
1.64E+12,60614.43,60811.83,60384.11,60705.62,,
1.64E+12,60705.62,60844.22,60598.57,60689.95,,
1.64E+12,60689.95,61076.57,60521.33,60922.36,,
1.64E+12,60922.36,61500,60865.41,61444.33,,
1.64E+12,61444.34,61579.81,61260.71,61365.72,,
1.64E+12,61365.72,61620.06,61170.19,61299.8,,
1.64E+12,61299.81,61660.27,61115.33,61560.49,,
1.64E+12,61560.49,61735.3,61193.1,61293.26,,
1.64E+12,61293.27,61407.64,60000,60547,,
1.64E+12,60547.01,60623,59700,59922.98,,
1.64E+12,59915.12,60736.98,59405,60501.62,,
1.64E+12,60501.62,60857.94,60442,60618,,
1.64E+12,60618,60933.95,60284,60741.76,,
1.64E+12,60741.76,62298,60732.07,62178.31,,
1.64E+12,62176.29,62437.74,61630.18,61902.42,,
1.64E+12,61902.42,62205.66,61817.12,61950.45,,
1.64E+12,61950.45,62273.27,61885.89,62249.92,,
1.64E+12,62249.92,62436.87,61770,61807.99,,
1.64E+12,61808,62190,61600,61842.67,,
1.64E+12,61842.66,62047.85,61700,61945.09,,
1.64E+12,61945.09,61997.12,61300.01,61454.25,,
1.64E+12,61454.24,61611.28,61398.14,61550.89,,
1.64E+12,61550.88,61571.46,61021,61034.83,,
1.64E+12,61034.82,61083.62,60720,60765.26,,
1.64E+12,60765.26,60820,60511.01,60555.01,,
1.64E+12,60555.01,61462.8,60322.67,61435.98,,
1.64E+12,61435.97,61454.76,60567.02,60686.13,,
1.64E+12,60687.89,60899.29,60411,60732.47,,
1.64E+12,60729.92,61181.39,60700.01,61085.9,,
1.64E+12,61085.91,61192.54,60883.03,60911.11,,
1.64E+12,60911.12,61399,60624.68,60943.92,,
1.64E+12,60943.91,61566,60742.83,61320,,
1.64E+12,61320,61425.47,60835.5,60909.42,,
1.64E+12,60909.42,61139,60770.82,61074.5,,
1.64E+12,61074.5,61533,61053.21,61412.01,,
1.64E+12,61412.01,61788.69,61276.18,61754.24,,
1.64E+12,61754.25,61824.66,61544.88,61769.71,,
1.64E+12,61768.29,61800,61485,61521.13,,
1.64E+12,61521.13,61829.94,61356.45,61565.34,,
1.64E+12,61565.34,63178,61494.1,63050.62,,
1.64E+12,63050.63,63597.8,62990.01,63198.93,,
1.64E+12,63198.94,63350,62901.22,62913.3,,
1.64E+12,62913.3,63300.01,62881.46,62998.32,,
1.64E+12,62998.31,63474,62998.31,63393.54,,
1.64E+12,63393.55,63902,62998,63335.29,,
1.64E+12,63335.29,64270,63312.68,64018.73,,
1.64E+12,64018.74,64267.36,63600,63656.06,,
1.64E+12,63656.07,63759.97,63402,63448.67,,
1.64E+12,63448.66,63514.17,63195.61,63250.01,,
1.64E+12,63250.01,63670.97,63223.88,63576.05,,
1.64E+12,63576.05,63610,63040.02,63096.48,,
1.64E+12,63096.47,63187.01,62901,62999.95,,
1.64E+12,62999.95,63159,62901.02,62928.65,,
1.64E+12,62928.65,63242.47,62584.5,63219.99,,
1.64E+12,63220.57,63500,62857.02,63489.02,,
1.64E+12,63489.02,63490.72,62987.63,63129.81,,
1.64E+12,63129.8,63216.93,62722.4,63159.88,,
1.64E+12,63159.88,63240,62928.88,63210.41,,
1.64E+12,63210.4,63210.4,62728,62762.4,,
1.64E+12,62762.4,63198.19,62746.65,63038.04,,
1.64E+12,63038.04,63118.57,62801.57,62815.76,,
1.64E+12,62815.77,63500,62770.67,63394.63,,
1.64E+12,63394.62,63399.71,62894.35,62970.23,,
1.64E+12,62970.23,63350.01,62872.94,63284.12,,
1.64E+12,63284.12,63399,63090.68,63116.8,,
1.64E+12,63116.8,63200,62910.21,63108.43,,
1.64E+12,63107.29,63133.99,62226.19,62470.01,,
1.64E+12,62470.01,62677.81,61645,61821.07,,
1.64E+12,61821.07,62098.78,61579.57,61961.08,,
1.64E+12,61961.07,62222,61713.62,62190,,
1.64E+12,62189.99,62565.23,61969.69,62135.76,,
1.64E+12,62136.52,62669.49,62063,62471,,
1.64E+12,62471.91,63199.89,60382.76,63149.04,,
1.64E+12,63149.05,63333,62792.93,62800,,
1.64E+12,62799.99,63032.43,62700,62724,,
1.64E+12,62719.88,63200,62714.11,63107.71,,
1.64E+12,63110.55,63182.59,62555,62794.49,,
1.64E+12,62794.49,63091.88,62767,62896.48,,
1.64E+12,62896.49,63086.31,62723.52,62829.56,,
1.64E+12,62829.56,62845.2,62254.01,62331.96,,
1.64E+12,62331.95,62558.89,62178,62541,,
1.64E+12,62540.99,62588.52,62260,62420,,
1.64E+12,62420,62826.95,62402.61,62674.95,,
1.64E+12,62674.95,62756.62,62324.98,62376.82,,
1.64E+12,62376.82,62645.63,62300,62445.41,,
1.64E+12,62445.42,62600,61819.51,61853.79,,
1.64E+12,61853.78,62325.75,61565,61610.77,,
1.64E+12,61610.76,61835.7,61245.57,61789.8,,
1.64E+12,61789.81,61962.02,61610.12,61894.81,,
1.64E+12,61894.81,61966.29,61230.66,61447.22,,
1.64E+12,61447.23,61875.43,61313.39,61865.06,,
1.64E+12,61865.06,62194,61544.29,62092.01,,
1.64E+12,62092,62370,61646.52,61757.95,,
1.64E+12,61757.96,61821.19,60775,61035.01,,
1.64E+12,61035.01,61306.6,60819.14,61166.04,,
1.64E+12,61166.03,61258.12,60738.65,60864.78,,
1.64E+12,60864.78,61376.02,60723,60739.25,,
1.64E+12,60732.34,61285.71,60677.01,61249.34,,
1.64E+12,61249.33,61530.27,61062.66,61319.54,,
1.64E+12,61319.54,61448.99,61135.55,61347.93,,
1.64E+12,61347.94,61380,61000,61147,,
1.64E+12,61139.33,61499.98,61083.86,61395.01,,
1.64E+12,61395.01,61489.99,60820,60873.95,,
1.64E+12,60873.96,61810.51,60846.79,61784.72,,
1.64E+12,61784,61930.85,61620.45,61624.99,,
1.64E+12,61624.99,62332.04,61624.99,62203.8,,
1.64E+12,62203.79,62375,62064.42,62088.02,,
1.64E+12,62088.02,62195.24,61880.88,62182.04,,
1.64E+12,62182.04,62595.72,62136.47,62177.3,,
1.64E+12,62177.29,62487.94,62101.04,62128.71,,
1.64E+12,62128.7,62210.6,61951.27,62189.83,,
1.64E+12,62189.83,62229.45,61511.33,61698.19,,
1.64E+12,61698.64,61791.25,61445.55,61570.62,,
1.64E+12,61573,61839.95,61191.28,61259.63,,
1.64E+12,61259.63,61553.76,61153.52,61500.01,,
1.64E+12,61500.01,61928.37,61436.68,61773.25,,
1.64E+12,61773.25,61850,61199.73,61256.39,,
1.64E+12,61256.39,61325,60750,60782.17,,
1.64E+12,60782.99,61022.22,60730,60890,,
1.64E+12,60890,61100,60773.23,60971.37,,
1.64E+12,60971.37,61431.29,60906.38,61195.59,,
1.64E+12,61195.58,61195.59,60814.78,61090.69,,
1.64E+12,61090.69,61095.82,60721,60930.26,,
1.64E+12,60930.27,61200,60900,61076.55,,
1.64E+12,61076.54,61324.1,60991.27,61057.71,,
1.64E+12,61057.71,61093.49,60800.57,60937.12,,
1.64E+12,60940.18,61277.77,60777,61171.04,,
1.64E+12,61171.03,61277.77,60950.07,61171.04,,
1.64E+12,61171.02,61220.89,60865,60969.74,,
1.64E+12,60969.74,61150,60926.87,61109.52,,
1.64E+12,61109.51,61280.23,60972.78,61193.63,,
1.64E+12,61193.64,61479,61193.63,61418.25,,
1.64E+12,61418.26,61560.49,61147.12,61249.99,,
1.64E+12,61250,61272.3,60511.01,60790.88,,
1.64E+12,60790.87,61350,60720,61014.07,,
1.64E+12,61014.07,61160.05,60846.44,60922.15,,
1.64E+12,60922.16,61007.99,60445.78,60489.56,,
1.64E+12,60489.56,60622.14,60081.21,60327.47,,
1.64E+12,60327.47,60619.75,60050,60264.34,,
1.64E+12,60264.34,60680,60241.65,60547.5,,
1.64E+12,60547.49,60744.66,60316.01,60600.31,,
1.64E+12,60600.31,60756.84,60528.6,60648.59,,
1.64E+12,60648.58,60839.8,60400,60625.06,,
1.64E+12,60625.06,60876.78,60596.26,60698.46,,
1.64E+12,60698.47,60842.82,60670.71,60757.61,,
1.64E+12,60757.62,61186.08,60741.25,61175.4,,
1.64E+12,61175.41,61417.12,61099.01,61146.27,,
1.64E+12,61146.27,61480.08,61138.89,61386.26,,
1.64E+12,61386.25,61489.63,61305.54,61361.41,,
1.64E+12,61361.41,61470.93,61281,61470.61,,
1.64E+12,61470.62,61920.2,61322.78,61920.19,,
1.64E+12,61920.19,62328.06,61782.05,61849.99,,
1.64E+12,61849.99,62135.49,61743.44,61912.99,,
1.64E+12,61912.99,62185.12,61904.89,62133.04,,
1.64E+12,62133.03,62292.31,62107.98,62182.54,,
1.64E+12,62182.54,62193.23,61911.37,61941.28,,
1.64E+12,61941.29,62070.57,61769.23,61814.88,,
1.64E+12,61814.87,61930,61700.02,61759.87,,
1.64E+12,61759.87,61834.1,61619,61685.41,,
1.64E+12,61685.41,62026.64,61468.48,61970.75,,
1.64E+12,61970.75,62350,61792.2,61923.83,,
1.64E+12,61923.82,61950,61576.35,61911.4,,
1.64E+12,61911.41,62133.24,61650,61768.14,,
1.64E+12,61768.15,62137,61700.01,61842.94,,
1.64E+12,61842.94,62050,61777,61781.47,,
1.64E+12,61781.47,61989.48,61700.77,61938.01,,
1.64E+12,61938,62268.66,61931.68,62042.04,,
1.64E+12,62042.05,62478,62023.99,62445.01,,
1.64E+12,62445.01,62499.44,62080.47,62435.84,,
1.64E+12,62435.84,62497,62120.68,62265.57,,
1.64E+12,62265.57,62800,62159.29,62653.99,,
1.64E+12,62654,63099,62643.86,62834.63,,
1.64E+12,62834.62,63029.08,62764.02,62824.98,,
1.64E+12,62824.99,63286.35,62742.43,63273.59,,
1.64E+12,63273.58,65040.96,63273.58,64999.68,,
1.64E+12,64999.68,65639.08,64937.32,65077.27,,
1.64E+12,65077.27,65329.11,65042.75,65078.12,,
1.64E+12,65078.11,65235.28,64966.27,65199.99,,
1.64E+12,65200,65357,65050.77,65168.2,,
1.64E+12,65168.2,65615.41,65093.01,65451.74,,
1.64E+12,65451.73,66150.02,65367.88,65928.8,,
1.64E+12,65928.81,66342.58,65588.6,65941.89,,
1.64E+12,65941.88,66287.75,65600.01,66232,,
1.64E+12,66232,66423,65994.25,66069.7,,
1.64E+12,66069.69,66151.73,65702.43,66021.54,,
1.64E+12,66021.55,66084.32,65750,66037.21,,
1.64E+12,66037.21,66160,65725,65794.58,,
1.64E+12,65794.58,65949.98,65288,65377.49,,
1.64E+12,65377.49,65549,65122,65326.06,,
1.64E+12,65328.01,66524.43,65261.13,66379.41,,
1.64E+12,66382.01,66538.53,65858.17,65932.46,,
1.64E+12,65932.45,66198.99,65805.11,65969.04,,
1.64E+12,65969.05,66000,65743.17,65913,,
1.64E+12,65913,66095.19,65821.01,65835.01,,
1.64E+12,65835.01,66168,65500,66036.89,,
1.64E+12,66036.88,66429.84,65939.85,66121.63,,
1.64E+12,66121.62,66550,66064.06,66510.88,,
1.64E+12,66510.87,67789,66351.65,67525.83,,
1.64E+12,67525.82,67732.33,67015.2,67603.3,,
1.64E+12,67603.3,67639.8,67310.28,67508.4,,
1.64E+12,67504.6,67815,67271.69,67613.98,,
1.64E+12,67613.98,68524.25,67511.55,68490,,
1.64E+12,68490,68520,68125,68249.32,,
1.64E+12,68249.31,68366.17,67782.18,68097.41,,
1.64E+12,68097.42,68184.09,67653.89,68018.47,,
1.64E+12,68018.48,68150,67627.14,67852.56,,
1.64E+12,67852.56,68108.99,67686.58,68068.24,,
1.64E+12,68068.24,68230.83,67850,68219.99,,
1.64E+12,68219.98,68238,67697.11,67823.45,,
1.64E+12,67823.45,67896.84,67300,67594.98,,
1.64E+12,67594.98,67731.86,67241.9,67550.01,,
1.64E+12,67550.01,68116.56,67533.2,68080.37,,
1.64E+12,68080.38,68080.38,67132.45,67333.53,,
1.64E+12,67343.6,67526.98,66610,66771.1,,
1.64E+12,66771.11,67006.61,66422.4,66693,,
1.64E+12,66692.99,66912.31,66222.4,66810.21,,
1.64E+12,66810.22,67238.39,66503.58,66520.37,,
1.64E+12,66520.38,66810.74,66307.23,66800.21,,
1.64E+12,66800.21,67349,66653,67348.99,,
1.64E+12,67349,67800.27,67251.83,67721,,
1.64E+12,67720.99,67738.09,66926.41,67292.72,,
1.64E+12,67292.72,67436.94,66736.23,66947.66,,
1.64E+12,66947.67,67378.7,66763.56,66996.82,,
1.64E+12,66996.81,67300,66853.27,67018.36,,
1.64E+12,67018.37,67185.62,66787.7,66815.32,,
1.64E+12,66815.32,66815.32,66355.05,66487.23,,
1.64E+12,66487.23,66672.78,66255.55,66641.17,,
1.64E+12,66641.16,66653.54,66286.7,66342.74,,
1.64E+12,66342.74,66625.99,66233,66518.23,,
1.64E+12,66518.23,66750.11,66299.29,66426.43,,
1.64E+12,66426.42,66857.03,66357,66612.15,,
1.64E+12,66612.15,66846.9,66546.94,66684.98,,
1.64E+12,66684.98,67099,66645.18,66779.7,,
1.64E+12,66779.69,66904.6,66535.01,66546.8,,
1.64E+12,66546.81,66961.32,66250,66396.98,,
1.64E+12,66396.98,68000,65888,67983.45,,
1.64E+12,67983.45,69000,67879.79,68382.69,,
1.64E+12,68382.7,68500,68163.65,68348.63,,
1.64E+12,68349.42,68775.07,68343.81,68524.69,,
1.64E+12,68524.7,68775.51,68451.19,68633.69,,
1.64E+12,68635.12,68646.65,67553.99,67792.81,,
1.64E+12,67790.44,68013.64,66542.85,66650.99,,
1.64E+12,66650.98,67047.27,64885.98,65840.26,,
1.64E+12,65840.26,66200.01,62822.9,64251.23,,
1.64E+12,64251.19,65284.58,63800,65126.15,,
1.64E+12,65126.14,65130.65,64255.81,64882.43,,
1.64E+12,64882.42,65006.31,64157.35,64941.3,,
1.64E+12,64941.29,65062.79,64278.54,64739.9,,
1.64E+12,64739.9,64739.91,64100,64521.98,,
1.64E+12,64521.98,64896.55,64300,64746.18,,
1.64E+12,64746.17,64796,64383.46,64608.24,,
1.64E+12,64608.23,64900,64550,64677.77,,
1.64E+12,64677.76,64988.75,64492.35,64819.72,,
1.64E+12,64819.73,65414.94,64782.57,65228.4,,
1.64E+12,65228.41,65450,64550.55,65365.58,,
1.64E+12,65365.58,65600.07,65016.94,65378,,
1.64E+12,65378,65400,65079.8,65242.67,,
1.64E+12,65242.66,65349.57,64939.99,65255.88,,
1.64E+12,65255.87,65342.15,64651.92,64998.06,,
1.64E+12,64998.05,65150,64630.9,64747.73,,
1.64E+12,64747.72,65474.47,64402.49,65150.19,,
1.64E+12,65156.67,65350.22,64672.96,64799.6,,
1.64E+12,64799.59,65230.41,64715.86,65034.3,,
1.64E+12,65034.29,65249,64860,64925.32,,
1.64E+12,64925.32,65018.15,64573.99,64746,,
1.64E+12,64746,65219.59,64722.22,65119.99,,
1.64E+12,65119.99,65215.27,64628.39,64796.1,,
1.64E+12,64796.1,65091.75,64722.18,65036.07,,
1.64E+12,65036.07,65309.13,64863.52,65160.28,,
1.64E+12,65160.27,65183.53,64774.04,64774.26,,
1.64E+12,64774.25,64946.78,64605.51,64808.14,,
1.64E+12,64808.14,65365.97,64052,65103.56,,
1.64E+12,65103.56,65450.7,64920.08,65010.42,,
1.64E+12,65010.42,65061.6,64696.5,64826.63,,
1.64E+12,64826.63,65075.79,64698.52,64978.99,,
1.64E+12,64979,65018.54,64664.21,64676.39,,
1.64E+12,64676.39,64840.44,64444,64502.41,,
1.64E+12,64502.43,64637.15,64202.68,64488.12,,
1.64E+12,64488.11,64957.97,64200,64890.64,,
1.64E+12,64890.63,64897.13,63622.28,63801.48,,
1.64E+12,63801.48,64212.98,63522.28,63651.68,,
1.64E+12,63651.67,64039.05,63501,63753.19,,
1.64E+12,63753.19,64199,63333.33,63814.04,,
1.64E+12,63814.03,64071.43,63244.24,63982.09,,
1.64E+12,63980.26,64200,63453.38,63467.18,,
1.64E+12,63467.18,63568,62900,63155.94,,
1.64E+12,63155.95,63361.12,62278,63082.75,,
1.64E+12,63082.75,63614.39,62909.31,63578,,
1.64E+12,63578,64089.99,63520.79,63872.36,,
1.64E+12,63872.36,63906.01,63539.41,63845.01,,
1.64E+12,63845,64890,63833.49,64119.43,,
1.64E+12,64119.43,64502.79,63948.74,64070.56,,
1.64E+12,64070.56,64195.98,63704.8,63914.33,,
1.64E+12,63914.34,64367.72,63822.11,64122.23,,
1.64E+12,64122.22,64455,64115.41,64348.69,,
1.64E+12,64348.7,64412.94,63806.82,63846.58,,
1.64E+12,63846.57,64017.32,63576.1,63702.78,,
1.64E+12,63702.78,63880,63600,63773.94,,
1.64E+12,63773.93,63922.99,63555,63704.67,,
1.64E+12,63704.66,63846.93,63510,63597.54,,
1.64E+12,63597.54,63866.76,63581.34,63844.16,,
1.64E+12,63844.16,64123,63700.92,64029.99,,
1.64E+12,64029.99,64081.5,63738.18,63807.29,,
1.64E+12,63807.28,63883.53,63360.22,63453.16,,
1.64E+12,63453.17,63737.81,63373.34,63707.03,,
1.64E+12,63707.03,63807.91,63502.26,63554.23,,
1.64E+12,63554.23,63811.71,63427.86,63530.26,,
1.64E+12,63530.26,63750,63462,63594.82,,
1.64E+12,63594.83,64843,63543.23,64725.78,,
1.64E+12,64725.77,64790.5,64523.76,64688.99,,
1.64E+12,64689,65000,64600,64616.64,,
1.64E+12,64616.65,64692.16,64500,64659.02,,
1.64E+12,64659.03,64689.82,63920,64134.69,,
1.64E+12,64134.68,64200,63829.01,63941.65,,
1.64E+12,63941.65,64438.81,63918.89,64359.29,,
1.64E+12,64359.3,64391.43,64113,64365.82,,
1.64E+12,64365.82,64418.97,64116,64275.24,,
1.64E+12,64275.24,64550.5,64220.7,64380,,
1.64E+12,64380.01,65320,64380,64974.06,,
1.64E+12,64974.05,65079.99,64616.17,64789.04,,
1.64E+12,64789.04,64925.07,64611.11,64629.99,,
1.64E+12,64629.98,64838.6,64530.61,64637.81,,
1.64E+12,64637.81,65014.79,64636.79,64748.66,,
1.64E+12,64748.65,65046.52,64400,64898.4,,
1.64E+12,64898.39,65201.72,64700,64800.01,,
1.64E+12,64800.01,64887.42,64439.73,64627.58,,
1.64E+12,64627.58,64800,64056,64301.7,,
1.64E+12,64301.7,64400.15,64100,64251.49,,
1.64E+12,64251.49,64500,64186.23,64380.11,,
1.64E+12,64380.11,64478.69,64162.48,64445.07,,
1.64E+12,64445.07,64758.76,64235.84,64600.52,,
1.64E+12,64600.51,64799,64499.9,64630.66,,
1.64E+12,64630.66,64662.66,64148.27,64354.39,,
1.64E+12,64354.39,64354.39,64000,64070.41,,
1.64E+12,64070.41,64211,63576.27,63705.58,,
1.64E+12,63705.58,64240,63601.81,64192.28,,
1.64E+12,64188.62,64422.35,63830,64028.34,,
1.64E+12,64028.34,64209.07,63872.46,64170,,
1.64E+12,64169.99,64500,64040.47,64221.78,,
1.64E+12,64221.78,64500,64050,64308.59,,
1.64E+12,64308.58,64900,64284.79,64520,,
1.64E+12,64520.01,65550.51,64341.77,65519.1,,
1.64E+12,65519.11,66200,65519.1,65875.17,,
1.64E+12,65875.18,65948,65535,65896.22,,
1.64E+12,65896.23,65942.76,65646.61,65677.44,,
1.64E+12,65677.45,65995,65600,65712.65,,
1.64E+12,65712.66,66000,65698.01,65766.41,,
1.64E+12,65766.41,65913.86,65666.42,65696.49,,
1.64E+12,65696.5,65834,65610,65666.01,,
1.64E+12,65666,65738.04,65475.01,65579.71,,
1.64E+12,65579.71,65835,65244.47,65735.32,,
1.64E+12,65735.33,66401.82,65663.47,65975.13,,
1.64E+12,65975.13,66045,65726.92,65921.36,,
1.64E+12,65920,65948.83,65624.15,65733.06,,
1.64E+12,65734.45,65946.63,65537.99,65663.19,,
1.64E+12,65663.19,65760,65349,65489.09,,
1.64E+12,65489.09,65493.2,64770,64851,,
1.64E+12,64851,64899.4,63993.17,64288.16,,
1.64E+12,64288.16,64444.18,63900,64275.7,,
1.64E+12,64273.15,64444.61,64006.34,64036.99,,
1.64E+12,64037,64182.25,63624.54,63812.79,,
1.64E+12,63812.79,64320.33,63650.54,64265.9,,
1.64E+12,64265.91,64265.91,63766.89,63903.43,,
1.64E+12,63903.43,64012.29,63400,63878.3,,
1.64E+12,63880.41,64025.48,63411.38,63989.25,,
1.64E+12,63989.24,63998.69,63500,63606.74,,
1.64E+12,63606.73,63617.31,62462.91,62540.03,,
1.64E+12,62540.02,62636.16,60980,62110.1,,
1.64E+12,62110.09,62206.8,61500,61620.62,,
1.64E+12,61620.62,61806.95,60422.2,60907.41,,
1.64E+12,60907.4,61600,60322.2,61211.43,,
1.64E+12,61205.75,61523.55,60742.92,60927.51,,
1.64E+12,60927.5,60997.98,60293.06,60830.44,,
1.64E+12,60830.43,61054.4,60414.08,60805.27,,
1.64E+12,60804.07,61062.76,60573.51,61000.63,,
1.64E+12,61000.63,61470.41,60200,60200,,
1.64E+12,60200,60288.19,58574.07,60160,,
1.64E+12,60160,60656.95,60011,60574.49,,
1.64E+12,60576.76,60883.05,60020,60038.95,,
1.64E+12,60038.94,60776.04,60031.95,60534.45,,
1.64E+12,60534.44,61427,60452.09,60903.26,,
1.64E+12,60902.33,61087.29,60568.95,60669.14,,
1.64E+12,60669.15,60923.18,60350.01,60647.89,,
1.64E+12,60647.89,60784.3,60160.01,60460,,
1.64E+12,60460,60637,59810,59900.01,,
1.64E+12,59900.01,60612.19,59728.27,60204.47,,
1.64E+12,60204.47,60292.69,59105.26,59719.92,,
1.64E+12,59720.76,60914.81,59645.28,60453.49,,
1.64E+12,60453.5,61199.65,60369.15,60569.46,,
1.64E+12,60568.38,60673.99,60000,60058.87,,
1.64E+12,60058.87,60437.68,59450,59712.06,,
1.64E+12,59712.06,60275.44,59230.76,59317.37,,
1.64E+12,59317.38,59737.62,59082.21,59371.88,,
1.64E+12,59371.88,59770,58553.12,59039.99,,
1.64E+12,59042,59495.53,58580,59417.21,,
1.64E+12,59417.22,59820.99,59243.03,59594.03,,
1.64E+12,59594.04,59797.57,59288.16,59607.99,,
1.64E+12,59607.99,60142.85,59350,59688,,
1.64E+12,59691.9,60023,59570.01,59586.18,,
1.64E+12,59586.19,59591.93,58800,58926.02,,
1.64E+12,58926.02,60601.03,58373,60508.03,,
1.64E+12,60514.99,60840.23,60315.04,60762.83,,
1.64E+12,60762.33,60822.27,60417.64,60455.91,,
1.64E+12,60455.92,60600,60001.77,60103.08,,
1.64E+12,60103.12,60458.38,59582.37,59612.55,,
1.64E+12,59612.55,59800,59334.23,59664.49,,
1.64E+12,59664.5,60449.75,59404.75,60388.99,,
1.64E+12,60389,60484.32,59990,60236.02,,
1.64E+12,60232.98,60642.85,60206.92,60470.65,,
1.64E+12,60470.65,60672.13,60092.86,60212.49,,
1.64E+12,60212.48,60575.08,60021,60395.51,,
1.64E+12,60395.51,60405.81,59738.4,60098.62,,
1.64E+12,60098.62,60125.9,59620.66,59969.01,,
1.64E+12,59969.02,60494.04,59784.81,60344.87,,
1.64E+12,60344.86,60740.46,60125.17,60490.37,,
1.64E+12,60490.37,60976,60076.98,60569.74,,
1.64E+12,60569.73,60802.58,60389.22,60655.42,,
1.64E+12,60655.43,60672.53,59840,59840.01,,
1.64E+12,59840.01,60096.12,59631.74,59676.05,,
1.64E+12,59676.05,59906.85,59550.15,59801.2,,
1.64E+12,59801.19,60035.46,59584.25,59827.82,,
1.64E+12,59827.82,59886.33,59500,59734.2,,
1.64E+12,59734.21,59840.89,59470,59659.74,,
1.64E+12,59659.74,59742.73,58962.77,59274.49,,
1.64E+12,59274.49,59845.1,58981.18,59789.23,,
1.64E+12,59789.23,59970.82,59153.05,59213.49,,
1.64E+12,59213.49,59935,59001,59124.66,,
1.64E+12,59124.67,59764.59,58740.63,59191.62,,
1.64E+12,59191.64,59292.96,58770,58906.65,,
1.64E+12,58906.26,59486,57650,58100.04,,
1.64E+12,58100.05,58486.09,57215.38,57276.9,,
1.64E+12,57276.9,58077.7,56592.06,57540.2,,
1.64E+12,57540.2,58200,57501,57996.84,,
1.64E+12,58004.08,58328.27,57744,57928,,
1.64E+12,57928,58484.94,57600,57961.23,,
1.64E+12,57964.94,58238.09,57400,57551.52,,
1.64E+12,57551.52,57651.68,56525,56613.3,,
1.64E+12,56613.3,56987.57,56474.26,56891.62,,
1.64E+12,56891.62,57500,56674,57486.87,,
1.64E+12,57486.87,57517.14,56625.8,56694.97,,
1.64E+12,56694.96,56943,55822.92,56101.79,,
1.64E+12,56106.34,56212.64,55600,55900,,
1.64E+12,55900,56313,55817.79,56251.65,,
